variables,units,values,description
rotorse.rp.powercurve.P_spline,W,"[  43221.10259959   54140.58309543   66214.47807453   79372.69551543
   93545.14339666  108661.72969677  124652.3623943   141446.94946779
  158975.39889578  177167.61865681  195953.51672942  215263.00109216
  235185.78297236  256606.66617276  279550.84163568  303872.28014037
  329424.95246608  356062.82939205  383639.88169753  412010.08016178
  441027.39556404  470563.96536074  501371.90242946  533763.26866448
  567535.07509002  602484.33273025  638408.05260938  675103.2457516
  712371.33566471  750411.88020317  789676.07265993  830514.28172658
  873276.87609474  918818.79811167  968381.05435192 1019156.99647081
 1071661.08430327 1125459.16137601 1181425.55801579 1239291.32763826
 1298600.98375982 1359569.48674667 1422411.79696503 1487342.87478111
 1554422.46284156 1623284.0637452  1693958.96998934 1766516.51781499
 1841026.04346316 1917556.88317486 1996178.37319109 2076959.84975286
 2159927.96361955 2245046.77007879 2332327.82641299 2421783.70766824
 2513426.98889064 2607270.24512627 2703326.05142123 2801606.98282161
 2902125.6143735  3004894.52112299 3110298.54175402 3219031.24000426
 3330867.18668247 3445548.94911484 3562819.09462758 3682420.1905469
 3804094.804199   3927585.50291007 4052634.85400633 4178985.42481396
 4306379.78265919 4434560.4948682  4574881.32403847 4751923.91449433
 4912886.98947339 4997519.75714223 5000000.04623408 5000000.09568661
 5000000.13756512 5000000.17239301 5000000.20069365 5000000.22299043
 5000000.23980673 5000000.25166595 5000000.25909146 5000000.26260666
 5000000.24582157 5000000.0996772  4999999.82146056 4999999.43164553
 4999998.950706   4999998.39911585 4999997.79734898 4999997.16587927
 4999996.5251806  4999995.89572688 4999995.29799198 4999994.75244979
 4999994.2795742  4999993.8998391  4999993.63371837 4999993.5016859
 4999993.52500079 4999993.70895037 4999994.03453353 4999994.48156991
 4999995.02987913 4999995.65928083 4999996.34959463 4999997.08064017
 4999997.83223707 4999998.58420496 4999999.31636348 5000000.00853225
 5000000.64053091 5000001.19217907 5000001.64329638 5000001.97370247
 5000002.16321695 5000002.19943198 5000002.17182454 5000002.11425185
 5000002.03049648 5000001.92434098 5000001.79956793 5000001.65995989
 5000001.50929942 5000001.3513691  5000001.18995149 5000001.02882916
 5000000.87178466 5000000.72260058 5000000.58505947 5000000.4629439
 5000000.36003644 5000000.28011965 5000000.22697611 5000000.20438836
 5000000.64652558 5000002.29208539 5000005.02334556 5000008.70263956
 5000013.19230083 5000018.35466284 5000024.05205905 5000030.14682289
 5000036.50128784 5000042.97778734 5000049.43865486 5000055.74622385
 5000061.76282775 5000067.35080004 5000072.37247416 5000076.69018357
 5000080.16626172 5000082.66304208 5000084.04285809 5000084.20657581
 5000083.44230852 5000081.904751   5000079.67615938 5000076.83878979
 5000073.47489835 5000069.6667412  5000065.49657447 5000061.04665428
 5000056.39923677 5000051.63657806 5000046.84093429 5000042.09456158
 5000037.47971607 5000033.07865388 5000028.97363114 5000025.24690399
 5000021.98072855 5000019.25736095 5000017.15905732 5000015.72024129
 5000014.45197562 5000013.20892904 5000011.99540743 5000010.81571667
 5000009.67416263 5000008.5750512  5000007.52268825 5000006.52137966
 5000005.57543131 5000004.68914909 5000003.86683885 5000003.11280649
 5000002.43135789 5000001.82679891 5000001.30343544 5000000.86557337
 5000000.51751855 5000000.26357689 5000000.10805424 5000000.0552565 ]",rotor electrical power
rotorse.rp.powercurve.Omega_spline,rpm,"[ 6.89993974  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974
  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974
  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974
  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974  6.89993974
  6.89993974  6.89993974  6.89993974  6.89993974  6.90005608  6.90748381
  6.92561479  6.95322935  6.98910783  7.04931369  7.18102984  7.30687043
  7.42446454  7.54205865  7.65965277  7.77724688  7.89484099  8.0124351
  8.13002921  8.24762332  8.36521743  8.48281154  8.60040565  8.71799976
  8.83559387  8.95318798  9.0707821   9.18837621  9.30597032  9.42356443
  9.54115854  9.65875265  9.77634676  9.89394087 10.01153498 10.12912909
 10.2467232  10.36431731 10.48335456 10.60636823 10.73223517 10.85970651
 10.9875334  11.11446697 11.23925836 11.36065871 11.47741916 11.58829085
 11.69202492 11.78737251 11.87824598 11.97559769 12.05750775 12.09882347
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092  12.1000092  12.1000092  12.1000092  12.1000092
 12.1000092  12.1000092 ]",omega
rotorse.rp.gust.V_gust,m/s,[20.78780145],gust wind speed
rotorse.rp.cdf.F,m/s,"[0.06824543 0.07317592 0.07825729 0.08348677 0.08886153 0.09437864
 0.10003514 0.10582799 0.11175409 0.1178103  0.12399341 0.13030017
 0.13672727 0.14327136 0.14992906 0.15669694 0.16357153 0.17054933
 0.17762681 0.18480043 0.19206659 0.19942169 0.20686212 0.21438424
 0.2219844  0.22965893 0.23740419 0.24521648 0.25309215 0.26102753
 0.26901895 0.27706275 0.28515528 0.29329292 0.30147203 0.30968902
 0.31794031 0.32622234 0.33453157 0.3428645  0.35121765 0.35958758
 0.36797088 0.37636417 0.38476413 0.39316746 0.4015709  0.40997127
 0.41836538 0.42675014 0.43512249 0.4434794  0.45181794 0.46013518
 0.4684283  0.4766945  0.48493104 0.49313527 0.50130457 0.50943638
 0.51752823 0.5255777  0.53358242 0.54154011 0.54944853 0.55730553
 0.56510902 0.57285696 0.5805474  0.58817845 0.59574828 0.60325515
 0.61069736 0.6180733  0.62538141 0.63262022 0.63978832 0.64688436
 0.65390705 0.6608552  0.66772765 0.67452333 0.68124122 0.68788039
 0.69443994 0.70091905 0.70731698 0.71363303 0.71986656 0.726017
 0.73208386 0.73806666 0.74396502 0.7497786  0.75550712 0.76115035
 0.76670812 0.77218031 0.77756684 0.78286771 0.78808294 0.79321261
 0.79825684 0.80321582 0.80808974 0.81287887 0.81758352 0.82220402
 0.82674074 0.83119412 0.8355646  0.83985268 0.84405887 0.84818374
 0.85222787 0.85619189 0.86007643 0.86388218 0.86760984 0.87126013
 0.8748338  0.87833164 0.88175443 0.88510299 0.88837815 0.89158077
 0.89471172 0.89777188 0.90076215 0.90368344 0.90653669 0.90932282
 0.91204279 0.91469754 0.91728805 0.91981528 0.92228022 0.92468385
 0.92702715 0.92931111 0.93153673 0.93370501 0.93581694 0.93787353
 0.93987575 0.94182462 0.94372112 0.94556625 0.94736099 0.94910633
 0.95080325 0.95245271 0.9540557  0.95561316 0.95712606 0.95859534
 0.96002195 0.96140681 0.96275085 0.96405498 0.96532012 0.96654715
 0.96773696 0.96889042 0.97000841 0.97109177 0.97214134 0.97315796
 0.97414245 0.97509561 0.97601824 0.97691112 0.97777502 0.97861071
 0.97941893 0.98020041 0.98095587 0.98168602 0.98239156 0.98307317
 0.98373152 0.98436726 0.98498105 0.9855735  0.98614525 0.98669689
 0.98722901 0.98774221 0.98823704 0.98871406 0.98917382 0.98961684
 0.99004365 0.99045474 0.99085061 0.99123175 0.99159863 0.9919517
 0.99229141 0.99261821]",magnitude of wind speed at each z location
rotorse.rp.AEP,kW*h,[23878599.26980246],annual energy production
rotorse.stall_check.no_stall_constraint,,"[0.         0.         0.         0.         0.         0.
 0.         0.88191286 0.8656025  0.86988517 0.86473099 0.86280795
 0.89987426 0.95415814 0.95725553 0.96537665 0.96969611 0.96615523
 0.97597697 0.98654119 0.98189623 0.98952179 0.9990741  1.00752354
 1.01755241 1.02520619 1.02806861 1.01740093 1.01640359 0.85581197]","Constraint, ratio between angle of attack plus a margin and stall angle"
rotorse.stall_check.stall_angle_along_span,deg,"[57.37836637 61.71947254 59.49149791 30.99376921 29.92763774 27.01714818
 16.60911053 14.98908418 13.9152769  12.891577   12.13515386 11.45300325
 10.3841629   9.40661768  9.08221816  8.81764471  8.6984919   8.66258827
  8.68538745  8.8375364   9.1289381   9.1178831   9.07750225  9.04145041
  9.00908182  8.97987222  8.9522024   8.92307625  8.8649864   8.84129325]",Stall angle along blade span
rotorse.rs.aero_gust.loads_r,m,"[ 1.5         3.62068966  5.74137931  7.86206897  9.98275862 12.10344828
 14.22413793 16.34482759 18.46551724 20.5862069  22.70689655 24.82758621
 26.94827586 29.06896552 31.18965517 33.31034483 35.43103448 37.55172414
 39.67241379 41.79310345 43.9137931  46.03448276 48.15517241 50.27586207
 52.39655172 54.51724138 56.63793103 58.75862069 60.87931034 63.        ]",
rotorse.rs.aero_gust.loads_Px,N/m,"[  355.13382698   504.26968084  1298.8628412   2274.75601378
  2981.06808399  3626.75645129  3818.12567819  4037.88328203
  4406.80884221  4799.52466568  5229.31496126  5693.96850302
  6020.15284371  6186.52279928  6444.84101203  6767.87801722
  7051.74973361  7397.31739317  7743.5785059   8546.52834836
  9476.70684897  9867.79841317 10187.18454252 10450.93582234
 10695.80605901 10891.08161941 10967.08099417 10779.39525834
  8731.36914041  7852.94563209]",
rotorse.rs.aero_gust.loads_Py,N/m,"[   45.57141354    54.85093849  -268.53623155  -757.74962595
 -1072.41690104 -1370.39203759 -1381.34154064 -1417.40473461
 -1581.70971604 -1720.27122229 -1868.32379712 -2028.20878465
 -2085.49464175 -2063.55797804 -2073.65231454 -2117.70428061
 -2136.43343568 -2173.96052474 -2155.53942761 -2195.31631061
 -2256.98967668 -2247.22912171 -2229.97793229 -2197.44346049
 -2161.74558615 -2113.70847179 -2041.57727595 -1926.451885
 -1520.14434741 -1330.5592236 ]",
rotorse.rs.aero_gust.loads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
rotorse.rs.curvature.s,m,"[ 1.5         3.62068966  5.74137931  7.86206897  9.98275862 12.10344828
 14.22413793 16.34482759 18.46551724 20.5862069  22.70689655 24.82758621
 26.94827586 29.06896552 31.18965517 33.31034483 35.43103448 37.55172414
 39.67241379 41.79310345 43.9137931  46.03448276 48.15517241 50.27586207
 52.39655172 54.51724138 56.63793103 58.75862069 60.87931034 63.        ]",cumulative path length along blade
rotorse.rs.tot_loads_gust.Px_af,N/m,"[  996.73085889  1011.18512226  1764.14215901  2779.06886404
  3549.86263948  4265.65778665  4490.03833667  4748.03801311
  5167.56349326  5602.11272048  6071.1950565   6550.51760713
  6853.37703271  7011.41483279  7261.29217723  7576.69596254
  7847.62301803  8178.20940177  8500.95433359  9241.11044128
 10121.6018788  10478.88222296 10765.98176508 10995.1549335
 11202.57468411 11357.30121891 11388.23147041 11147.25107737
  8963.81107694  8037.80126046]",total distributed loads in airfoil x-direction
rotorse.rs.tot_loads_gust.Py_af,N/m,"[  282.59306838   295.54762906   141.33934604  -121.3053829
  -262.33409583  -410.68972597  -442.10251548  -494.97486073
  -638.63245597  -760.59016657  -889.90835835 -1040.48292564
 -1125.12461694 -1156.54585207 -1214.09925736 -1302.13360529
 -1373.69182739 -1464.34903453 -1506.26676558 -1580.01755401
 -1678.88923651 -1731.39481281 -1777.67033588 -1813.95846222
 -1850.76980539 -1879.61453622 -1887.11808095 -1849.54949178
 -1492.17479326 -1315.69114945]",total distributed loads in airfoil y-direction
rotorse.rs.tot_loads_gust.Pz_af,N/m,"[-9431.97267411 -3207.68883071  -318.9747075   1155.68671845
  2278.69715678  3269.92910074  4361.27280032  5437.02577839
  6381.73928258  7279.07758534  8120.30214538  8606.92409411
  8728.92637526  9171.49899587  9537.57617933  9839.46630537
 10080.06722664 10252.63533334 10351.07738557  9692.9888378
  9207.56562496  8992.36631902  8773.01240493  8505.73439277
  8172.29545781  7773.15745942  7276.59475655  6596.86962345
  4265.25827492  3439.61211563]",total distributed loads in airfoil z-direction
rotorse.rs.frame.root_F,N,[-436228.13492164 -105735.45025902  397809.1800281 ],Blade root forces in blade c.s.
rotorse.rs.frame.root_M,N*m,[  3358464.28440864 -15972708.60934895        -0.        ],Blade root moment in blade c.s.
rotorse.rs.frame.flap_mode_shapes,,"[[ 5.36837261e+03 -1.84428634e+04  8.70350735e+04 -1.39758408e+05
   6.21319025e+04]
 [-5.01098706e+00  5.82038007e+01 -1.58417479e+02  1.54628627e+02
  -4.84039621e+01]
 [-2.21075738e-02 -4.53245999e+01  2.02975758e+02 -2.89907309e+02
   1.33278259e+02]
 [-1.75351265e+05  1.24173001e+06 -3.09190093e+06  3.25103250e+06
  -1.22947285e+06]
 [-9.63883630e+03  1.67387172e+05 -6.26941427e+05  8.48665225e+05
  -3.82898463e+05]]","6-degree polynomial coefficients of mode shapes in the flap direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.edge_mode_shapes,,"[[-5.12701907e-02  5.02830374e+00 -8.49872418e+00  6.52674657e+00
  -2.00505594e+00]
 [-6.60412046e+02 -8.80639055e+03  1.93188635e+04 -1.71589765e+04
   5.63322552e+03]
 [-1.12413887e+00 -1.22495694e+01  3.58420534e+01 -2.89427922e+01
   7.47444705e+00]
 [ 4.14599237e+00  2.76164472e+01 -1.53048018e+02  2.07206839e+02
  -8.49212603e+01]
 [-3.73613381e+01  2.28823150e+02 -4.82326163e+02  4.19406113e+02
  -1.27541762e+02]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.all_mode_shapes,,"[[ 5.36837261e+03 -1.84428634e+04  8.70350735e+04 -1.39758408e+05
   6.21319025e+04]
 [-5.12701907e-02  5.02830374e+00 -8.49872418e+00  6.52674657e+00
  -2.00505594e+00]
 [-5.01098706e+00  5.82038007e+01 -1.58417479e+02  1.54628627e+02
  -4.84039621e+01]
 [-6.60412046e+02 -8.80639055e+03  1.93188635e+04 -1.71589765e+04
   5.63322552e+03]
 [-2.21075738e-02 -4.53245999e+01  2.02975758e+02 -2.89907309e+02
   1.33278259e+02]
 [-1.12413887e+00 -1.22495694e+01  3.58420534e+01 -2.89427922e+01
   7.47444705e+00]
 [-1.75351265e+05  1.24173001e+06 -3.09190093e+06  3.25103250e+06
  -1.22947285e+06]
 [ 4.14599237e+00  2.76164472e+01 -1.53048018e+02  2.07206839e+02
  -8.49212603e+01]
 [-9.63883630e+03  1.67387172e+05 -6.26941427e+05  8.48665225e+05
  -3.82898463e+05]
 [-3.73613381e+01  2.28823150e+02 -4.82326163e+02  4.19406113e+02
  -1.27541762e+02]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.flap_mode_freqs,Hz,[ 2.96645445  6.78932171 12.40158703 20.33568722 24.63576432],Frequencies associated with mode shapes in the flap direction
rotorse.rs.frame.edge_mode_freqs,Hz,[ 0.84289055  1.23705125  4.12373582  9.44144293 16.36176423],Frequencies associated with mode shapes in the edge direction
rotorse.rs.frame.freqs,Hz,"[ 0.84289055  1.23705125  2.96645445  4.12373582  6.78932171  8.85003324
  9.44144293 12.40158703 14.73949144 16.36176423]","ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.freq_distance,,[0.28414074],"ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.dx,m,"[-0.00000000e+00  1.47984129e-03  6.13590141e-03  1.43767268e-02
  2.71067255e-02  4.63053455e-02  7.40130608e-02  1.11298426e-01
  1.58654237e-01  2.16570978e-01  2.85528348e-01  3.65990183e-01
  4.58658001e-01  5.64639167e-01  6.85271311e-01  8.21841153e-01
  9.75504317e-01  1.14731369e+00  1.33826818e+00  1.54946631e+00
  1.78214311e+00  2.03696126e+00  2.31336118e+00  2.60995324e+00
  2.92493799e+00  3.25608330e+00  3.60069760e+00  3.95570803e+00
  4.31818905e+00  4.68483351e+00]",deflection of blade section in airfoil x-direction
rotorse.rs.frame.dy,m,"[ 0.00000000e+00 -3.65965460e-04 -1.84577876e-03 -5.56621959e-03
 -1.35566432e-02 -2.82221508e-02 -5.09464953e-02 -8.17867942e-02
 -1.20365257e-01 -1.66417869e-01 -2.19717532e-01 -2.80010726e-01
 -3.47102817e-01 -4.20879712e-01 -5.01216000e-01 -5.87896811e-01
 -6.80623287e-01 -7.79030992e-01 -8.82696865e-01 -9.91166534e-01
 -1.10398068e+00 -1.22064172e+00 -1.34058733e+00 -1.46321846e+00
 -1.58793703e+00 -1.71417462e+00 -1.84141765e+00 -1.96923909e+00
 -2.09734774e+00 -2.22556177e+00]",deflection of blade section in airfoil y-direction
rotorse.rs.frame.dz,m,"[-0.00000000e+00 -5.76635508e-05 -1.38122944e-04 -2.25226392e-04
 -3.15407862e-04 -4.09010260e-04 -5.02353599e-04 -5.93159024e-04
 -6.81185450e-04 -7.66286578e-04 -8.48065266e-04 -9.26577316e-04
 -1.00265190e-03 -1.07674611e-03 -1.14855163e-03 -1.21772038e-03
 -1.28385666e-03 -1.34655739e-03 -1.40542054e-03 -1.46013988e-03
 -1.51151134e-03 -1.56061633e-03 -1.60752808e-03 -1.65179039e-03
 -1.69289294e-03 -1.73017476e-03 -1.76270246e-03 -1.78909031e-03
 -1.80823696e-03 -1.81810390e-03]",deflection of blade section in airfoil z-direction
rotorse.rs.frame.EI11,N*m**2,"[2.70701629e+10 1.66986342e+10 1.01328973e+10 5.33686973e+09
 3.45124040e+09 2.88074984e+09 2.78303655e+09 2.71537924e+09
 2.50559735e+09 2.32073040e+09 2.13850425e+09 1.92978128e+09
 1.66464602e+09 1.40972912e+09 1.19226676e+09 1.00366971e+09
 8.37657933e+08 6.91860988e+08 5.59623962e+08 4.35036184e+08
 3.37789390e+08 2.77092478e+08 2.25048938e+08 1.78949204e+08
 1.38484550e+08 1.03378238e+08 7.24897214e+07 4.48050210e+07
 1.49238006e+07 4.52371742e+06]",stiffness w.r.t principal axis 1
rotorse.rs.frame.EI22,N*m**2,"[2.73440844e+10 1.98746005e+10 2.14707800e+10 1.99151053e+10
 1.37141122e+10 1.07328894e+10 9.43820649e+09 8.57414737e+09
 7.55271333e+09 6.71239941e+09 5.98289567e+09 5.23533364e+09
 4.43041162e+09 3.74980554e+09 3.18576120e+09 2.72337223e+09
 2.33679702e+09 2.00389881e+09 1.71325794e+09 1.45358678e+09
 1.22359313e+09 1.02426636e+09 8.78292133e+08 7.54155310e+08
 6.41096721e+08 5.38040372e+08 4.38864270e+08 3.33629075e+08
 1.52494803e+08 8.70740814e+07]",stiffness w.r.t principal axis 2
rotorse.rs.frame.alpha,deg,"[68.87881988 61.00731911 58.21093419 58.45809685 54.14695526 48.09421382
 44.99245811 42.50829788 40.3279922  38.24417135 36.08389877 33.47128308
 29.91563067 25.92875327 22.41815604 19.25107828 16.33471389 13.63911176
 11.02467029  8.56688463  6.72237608  5.77026376  4.77209333  3.79455088
  2.89680682  2.07816044  1.35602567  0.75951889  0.5322574   0.39088657]",Angle between blade c.s. and principal axes
rotorse.rs.frame.M1,N*m,"[-6.54052216e+06 -6.13319412e+06 -6.93426576e+06 -6.71856001e+06
 -6.61571929e+06 -7.00220416e+06 -7.20197852e+06 -7.08083506e+06
 -6.81509048e+06 -6.46696709e+06 -6.07780032e+06 -5.67632630e+06
 -5.28717545e+06 -4.89346885e+06 -4.46067603e+06 -3.99272324e+06
 -3.51201997e+06 -3.03408766e+06 -2.57049216e+06 -2.12949309e+06
 -1.71897361e+06 -1.34726885e+06 -1.01929811e+06 -7.36564272e+05
 -4.99781354e+05 -3.09485582e+05 -1.65938281e+05 -6.88620837e+04
 -1.57935067e+04  5.53196850e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.frame.M2,N*m,"[ 1.49542080e+07  1.40970076e+07  1.26563138e+07  1.17086865e+07
  1.07020665e+07  9.35248120e+06  8.05814088e+06  6.99887782e+06
  6.07550855e+06  5.25212149e+06  4.49737868e+06  3.78237365e+06
  3.06930664e+06  2.37485391e+06  1.77038565e+06  1.28310296e+06
  8.94666798e+05  5.90168597e+05  3.55242077e+05  1.81107676e+05
  6.79136565e+04  1.10311019e+04 -1.48683635e+04 -2.73993846e+04
 -2.94164172e+04 -2.44625851e+04 -1.61595089e+04 -7.75003637e+03
 -1.83953174e+03  3.59407234e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.frame.F3,N,"[3.97809180e+05 4.11211573e+05 4.14951051e+05 4.14063848e+05
 4.10422218e+05 4.04538763e+05 3.96447061e+05 3.86057491e+05
 3.73525530e+05 3.59040360e+05 3.42711715e+05 3.24975095e+05
 3.06593123e+05 2.87612508e+05 2.67774447e+05 2.47228109e+05
 2.26106545e+05 2.04546878e+05 1.82699848e+05 1.61446235e+05
 1.41405139e+05 1.22106945e+05 1.03269526e+05 8.49481053e+04
 6.72636514e+04 5.03559804e+04 3.43980612e+04 1.96874113e+04
 8.16981541e+03 1.36424205e-12]",axial resultant along blade span
rotorse.rs.strains.strainU_spar,,"[-9.51032710e-04 -1.35301358e-03 -1.23282935e-03 -1.27117553e-03
 -1.65039058e-03 -1.91197461e-03 -1.94171551e-03 -1.90284911e-03
 -1.88340795e-03 -1.83932179e-03 -1.78517355e-03 -1.74591200e-03
 -1.74766081e-03 -1.75431359e-03 -1.74270667e-03 -1.71692103e-03
 -1.67944662e-03 -1.63029863e-03 -1.57516628e-03 -1.51688628e-03
 -1.45016368e-03 -1.32510437e-03 -1.18355310e-03 -1.03003170e-03
 -8.63613787e-04 -6.84269194e-04 -4.97091134e-04 -3.11385119e-04
 -1.66751697e-04  1.66788663e-08]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.strains.strainL_spar,,"[ 9.06342550e-04  1.27690471e-03  1.15518633e-03  1.11668431e-03
  1.37391460e-03  1.57681629e-03  1.61158018e-03  1.58694091e-03
  1.57774310e-03  1.55081093e-03  1.51402988e-03  1.49663826e-03
  1.52437173e-03  1.55564163e-03  1.56455317e-03  1.55177248e-03
  1.52215844e-03  1.47782961e-03  1.42765970e-03  1.37879229e-03
  1.31959450e-03  1.20400323e-03  1.07248856e-03  9.29081581e-04
  7.73705185e-04  6.06847057e-04  4.34118094e-04  2.65513935e-04
  1.36781714e-04 -1.43687574e-08]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.strains.strainU_te,,"[-7.33667293e-05 -1.47642180e-04 -9.97730523e-06  6.91220872e-04
  1.03485350e-03  1.07444998e-03  1.04973987e-03  9.86321217e-04
  9.55701620e-04  9.03147516e-04  8.44443136e-04  7.83571059e-04
  7.37198121e-04  7.06303589e-04  6.83334516e-04  6.49238878e-04
  6.12314598e-04  5.73769884e-04  5.31733331e-04  5.00226520e-04
  4.66108628e-04  4.15459085e-04  3.54521089e-04  2.97589106e-04
  2.41571823e-04  1.84979282e-04  1.29000051e-04  7.61477734e-05
  3.58277854e-05 -3.47984280e-09]","strain in trailing-edge panels on upper surface at location xu,yu_te with loads P_te"
rotorse.rs.strains.strainL_te,,"[-7.33667293e-05  3.72589514e-04  4.97974163e-04  1.01089646e-03
  1.24806294e-03  1.22966770e-03  1.18909144e-03  1.11717161e-03
  1.08600427e-03  1.03206745e-03  9.71441901e-04  9.09462035e-04
  8.67975164e-04  8.44740684e-04  8.33067587e-04  8.20115149e-04
  8.07191303e-04  7.88879845e-04  7.59212511e-04  7.34414339e-04
  7.01767331e-04  6.43965206e-04  5.45441854e-04  4.47204020e-04
  3.51821964e-04  2.58915493e-04  1.72930329e-04  9.76494115e-05
  4.54399625e-05 -3.47984280e-09]","strain in trailing-edge panels on lower surface at location xl,yl_te with loads P_te"
rotorse.rs.strains.axial_root_sparU_load2stress,m**2,[ 0.          0.         -0.05758357 -0.02906283  0.06071529  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper spar cap at blade root
rotorse.rs.strains.axial_root_sparL_load2stress,m**2,[ 0.          0.         -0.05758357  0.03024263 -0.06071702  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower spar cap at blade root
rotorse.rs.strains.axial_maxc_teU_load2stress,m**2,[ 0.          0.         -0.07576992 -0.32542704 -0.08400793  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper trailing edge at blade max chord
rotorse.rs.strains.axial_maxc_teL_load2stress,m**2,[ 0.          0.         -0.07576992 -0.32932108 -0.09328256  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower trailing edge at blade max chord
rotorse.rs.tip_pos.tip_deflection,m,[4.64499733],deflection at tip in yaw x-direction
rotorse.rs.aero_hub_loads.P,W,[13826563.88544305],Rotor aerodynamic power
rotorse.rs.aero_hub_loads.Mb,N/m,[15510179.21862311],Aerodynamic blade root flapwise moment
rotorse.rs.aero_hub_loads.Fhub,N,[1159758.27376967    8274.2590456    10061.15187518],Aerodynamic forces at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.Mhub,N*m,[10911889.16940364  1162299.52083583  1217126.30674186],Aerodynamic moments at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CP,,[0.20191961],Rotor aerodynamic power coefficient
rotorse.rs.aero_hub_loads.CMb,,[0.0748105],Aerodynamic blade root flapwise moment coefficient
rotorse.rs.aero_hub_loads.CFhub,,[0.35207912 0.0025119  0.00305436],Aerodynamic force coefficients at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CMhub,,[0.05263149 0.00560614 0.00587058],Aerodynamic moment coefficients at hub center in the hub c.s.
rotorse.rs.constr.constr_max_strainU_spar,,"[2.37758177e-01 3.38253396e-01 3.08207337e-01 3.17793882e-01
 4.12597645e-01 4.77993653e-01 4.85428877e-01 4.75712278e-01
 4.70851986e-01 4.59830448e-01 4.46293388e-01 4.36477999e-01
 4.36915202e-01 4.38578397e-01 4.35676668e-01 4.29230258e-01
 4.19861656e-01 4.07574657e-01 3.93791570e-01 3.79221569e-01
 3.62540919e-01 3.31276092e-01 2.95888275e-01 2.57507925e-01
 2.15903447e-01 1.71067298e-01 1.24272784e-01 7.78462797e-02
 4.16879243e-02 4.16971659e-06]",constraint for maximum strain in spar cap suction side
