variables,units,values,description
rotorse.rs.bjs.t_sc_joint,m,[0.08088463],Required sparcap thickness at joint. [float]
rotorse.rs.bjs.w_sc_joint,m,[1.5624],Required sparcap width at joint. [float]
rotorse.rs.bjs.w_sc_ratio,,[1.953],Ratio of joint-required to nominal spar cap width
rotorse.rs.bjs.t_sc_ratio,,[3.58152405],Ratio of joint-required to nominal spar cap thickness
rotorse.rs.bjs.L_transition_joint,m,[0.46640619],Required length to accommodate spar cap size increase at joint. [float]
rotorse.rs.bjs.n_bolt_joint,,[21.7],Required number of bolts for joint. [float]
rotorse.rs.bjs.m_add_joint,kg,[963.31140012],Mass of bolts + inserts minus mass of spar cap cutouts at joint. [float]
rotorse.rc.sect_perimeter,m,"[14.51111128 14.43746739 13.53839794 12.48842845 11.65746984 11.10895751
 10.83776785 10.632027   10.48891297 10.40014254 10.31637817 10.14597573
  9.87761077  9.52615311  9.106133    8.63597965  8.13571031  7.62265355
  7.11401799  6.62695497  6.16184492  5.67393256  5.16056035  4.62192652
  4.06138556  3.48518233  2.89516218  2.28962633  1.66947297  1.03519409]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[  0.81552722   8.15640815   2.10972041   1.88240942   0.37027748
 -16.58353138   4.83309967   2.12710353   2.35387465   9.17960362
   7.9424972    0.05740965   0.71025476   0.0599648    0.13792854
   1.9445586    0.14632802]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[  0.81552722   0.         -16.2132539    3.99212983   0.40163101
  16.09890535  21.14849483   0.           0.           0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[  1007.17611148    287.68539615 -31453.71257567   6387.40772574
    779.16415432  31231.8763865    2749.30432805      0.
      0.              0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[  7281.88328598   2079.96541418 -43823.75518838  99894.14343995
   1741.59146466  66551.85707666  35740.95626467   5643.48973597
      0.              0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[  9102.35410747   2079.96541418 -46014.9429478  104888.85061195
   2002.83018436  76534.63563816  42889.14751761   5643.48973597
      0.              0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[2218.36568775],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[225.53324084],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[7748.03779119],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[12251.44747446],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[267125.81552755],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[74955.83490036],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[1192.74401552],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[343274.39444343],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[14563.10497857],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[21985.23118122],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[1417.6082782],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[11044.00891427],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[22486.75047011],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[22669.31259723],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[94166.0164196],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[437440.41086303],Total blade cost (variable and fixed)
drivese.hub_E,Pa,[2.1e+11],
drivese.hub_G,Pa,[6.5625e+10],
drivese.hub_rho,kg/m**3,[8500.],
drivese.hub_Xy,Pa,[4.5e+08],
drivese.hub_wohler_exp,,[1.],
drivese.hub_wohler_A,,[3.6e+08],
drivese.hub_mat_cost,USD/kg,[0.],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[46210000.],
drivese.spinner_mat_cost,USD/kg,[3.],
drivese.lss_Xt,Pa,[3.6e+08],
drivese.lss_wohler_exp,,[1.],
drivese.lss_wohler_A,,[3.6e+08],
drivese.lss_cost,USD/kg,[0.],
drivese.hss_Xt,Pa,[3.6e+08],
drivese.hss_wohler_exp,,[1.],
drivese.hss_wohler_A,,[3.6e+08],
drivese.hss_cost,USD/kg,[0.],
drivese.bedplate_mat_cost,USD/kg,[0.],
drivese.constr_hub_diameter,m,[-0.40066324],
drivese.spinner.spinner_diameter,m,[7.5],
drivese.hub_system_cost,USD,[6107.11961916],
drivese.stage_ratios,,[3.39733133 3.21912264 8.847494  ],
drivese.D_gearbox,m,[2.3175],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[2.27743025],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.hss_rpm,rpm,"[  9.676       49.36699606  89.05799213 128.74898819 168.43998425
 208.13098031 247.82197638 287.51297244 327.2039685  366.89496456
 406.58596063 446.27695669 485.96795275 525.65894881 565.34994488
 605.04094094 644.731937   684.42293306 724.11392913 763.80492519]",
drivese.generator_efficiency,,"[0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95]",
drivese.mean_bearing_mass,kg,[1415.08884437],
drivese.total_bedplate_mass,kg,[30830.43254124],
drivese.above_yaw_mass,kg,[214978.28836353],
drivese.above_yaw_cm,m,[ 0.07963659 -0.14613229  1.50209291],
drivese.nacelle_I,kg*m**2,"[1063408.99766795 1571762.92499499 2138337.30197725   -2314.28773262
  -67464.44576902    4884.85943659]",
drivese.above_yaw_I,kg*m**2,"[ 1.02670891e+06  1.53530474e+06  2.13789102e+06 -2.50180502e+03
 -6.55369567e+04  1.34793782e+03]",
drivese.above_yaw_I_TT,kg*m**2,"[ 1.51635158e+06  2.02172001e+06  2.14384519e+06 -4.54747351e-13
 -9.12529954e+04  4.85365910e+04]",
drivese.rotor_mass,kg,[188468.86323318],
drivese.rna_mass,kg,[422551.46972089],
drivese.rna_cm,m,[-5.23031351 -0.07434661  2.0952597 ],
drivese.rna_I_TT,kg*m**2,"[ 2.16124110e+08  1.36778132e+08  1.35744155e+08 -1.66639615e+01
 -8.68765666e+05  4.82222780e+04]",
drivese.torq_deflection,m,[0.00348952],
drivese.torq_rotation,rad,[2.979321e-06],
drivese.lss_axial_stress,Pa,"[[3.79442386e+06]
 [4.09736275e+08]
 [3.89428783e+08]
 [4.30432324e+08]]",
drivese.lss_shear_stress,Pa,"[[1.02696005e+09]
 [1.02786716e+09]
 [1.02796068e+09]
 [1.02399196e+09]]",
drivese.constr_lss_vonmises,,"[[6.93712902]
 [7.12475298]
 [7.10802607]
 [7.11784789]]",
drivese.lss_axial_load2stress,m**2,[ 3.82436907  0.          0.          0.         53.02402191 53.02402191],
drivese.lss_shear_load2stress,m**2,[ 0.          4.29987073  4.29987073 26.51201095  0.          0.        ],
drivese.hss_axial_stress,Pa,"[[7.39868584e+05]
 [1.59680595e-02]]",
drivese.hss_shear_stress,Pa,"[[87764032.9856649]
 [84862943.5240424]]",
drivese.hss_bending_stress,Pa,"[[0.]
 [0.]]",
drivese.constr_hss_vonmises,,"[[0.5928529 ]
 [0.57324903]]",
drivese.mb1_deflection,m,[6.10792211e-05],
drivese.mb2_deflection,m,[4.16461472e-05],
drivese.bedplate_deflection,m,[0.00028816],
drivese.mb1_rotation,rad,[0.00013301],
drivese.mb2_rotation,rad,[0.00014375],
drivese.bedplate_rotation,rad,[0.00013225],
drivese.base_F,N,"[[ 2030350.00715232]
 [   53342.96657114]
 [-2473408.17650987]]",
drivese.base_M,N*m,"[[15991687.57813522]
 [ 6184400.46404248]
 [ 1125690.37543176]]",
drivese.bedplate_axial_stress,Pa,"[[6.27374143e+04]
 [8.36192687e+05]
 [4.36614066e+05]
 [1.51165300e+06]
 [3.17527137e+06]
 [2.92063615e+07]
 [2.84843397e+07]
 [7.85206926e+06]
 [5.72975576e+06]
 [6.27334819e+04]
 [1.01890992e+00]
 [6.27369896e+04]
 [3.75839195e+05]
 [1.24549618e+06]
 [2.32053493e+06]
 [4.50824465e+06]
 [3.53315393e+07]
 [3.51570918e+07]
 [7.71114628e+06]
 [5.68278155e+06]
 [6.27338055e+04]
 [4.81887783e-01]]",
drivese.bedplate_shear_stress,Pa,"[[3.16203212e+05]
 [6.02768936e+05]
 [8.39325545e+05]
 [1.07647788e+06]
 [1.46862011e+06]
 [1.25495760e+07]
 [1.25172471e+07]
 [1.12760467e+07]
 [1.11179440e+07]
 [3.16197591e+05]
 [4.10649805e+00]
 [3.16201090e+05]
 [6.03849311e+06]
 [6.27516058e+06]
 [6.51231115e+06]
 [6.90418844e+06]
 [1.06777096e+07]
 [1.06455576e+07]
 [1.12760392e+07]
 [1.11179403e+07]
 [3.16195511e+05]
 [6.76470126e+00]]",
drivese.bedplate_bending_stress,Pa,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
drivese.constr_bedplate_vonmises,,"[[2.14992040e-03]
 [5.21669193e-03]
 [5.91982740e-03]
 [9.36122570e-03]
 [1.58672416e-02]
 [1.41988236e-01]
 [1.39607037e-01]
 [8.20950167e-02]
 [7.83556624e-02]
 [2.14988093e-03]
 [2.80225669e-08]
 [2.14990597e-03]
 [4.08163373e-02]
 [4.26661037e-02]
 [4.49119286e-02]
 [4.98418969e-02]
 [1.55529248e-01]
 [1.54825815e-01]
 [8.18915453e-02]
 [7.83035894e-02]
 [2.14986712e-03]
 [4.57341753e-08]]",
drivese.constr_mb1_defl,,[0.01524149],
drivese.constr_mb2_defl,,[0.00184299],
drivese.drivetrain_spring_constant,N*m/rad,[2.30170307e+08],
drivese.drivetrain_damping_coefficient,N*m*s/rad,[2216534.39624],
towerse.sigma_ult,Pa,"[3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08
 3.6e+08]",
towerse.wohler_exp,,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.wohler_A,,"[3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08 3.6e+08
 3.6e+08]",
towerse.z_start,m,[0.],
towerse.height_constraint,m,[3.],
towerse.unit_cost_full,USD/kg,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.sec_loc,,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]",normalized sectional location
towerse.str_tw,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.tw_iner,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.mass_den,kg/m,"[10504.12240476  9396.43917809  8336.25684766  7405.36118517
  6538.2923024   5673.96098713  4819.45124107  4016.76966399
  3329.74453874  2933.84686598]",sectional mass per unit length
towerse.foreaft_iner,kg*m,"[43273.97338261 38795.7463798  34490.76577143 30695.61083266
 27147.92246836 23599.1979211  20078.78786873 16761.02229322
 13659.2124316  11106.50396931]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.sideside_iner,kg*m,"[43273.97338261 38795.7463798  34490.76577143 30695.61083266
 27147.92246836 23599.1979211  20078.78786873 16761.02229322
 13659.2124316  11106.50396931]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.foreaft_stff,N*m**2,"[1.06912170e+12 9.58483146e+11 8.52124801e+11 7.58362150e+11
 6.70713379e+11 5.83039007e+11 4.96064171e+11 4.14095845e+11
 3.37462895e+11 2.74395980e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.sideside_stff,N*m**2,"[1.06912170e+12 9.58483146e+11 8.52124801e+11 7.58362150e+11
 6.70713379e+11 5.83039007e+11 4.96064171e+11 4.14095845e+11
 3.37462895e+11 2.74395980e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.tor_stff,N*m**2,"[6.68201060e+11 5.99051966e+11 5.32578001e+11 4.73976344e+11
 4.19195862e+11 3.64399380e+11 3.10040107e+11 2.58809903e+11
 2.10914310e+11 1.71497488e+11]",sectional torsional stiffness
towerse.axial_stff,N,"[2.42536086e+11 2.16960113e+11 1.92480917e+11 1.70986899e+11
 1.50966617e+11 1.31009545e+11 1.11279248e+11 9.27456437e+10
 7.68825017e+10 6.77413790e+10]",sectional axial stiffness
towerse.cg_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.sc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.tc_offst,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.axial_load2stress,m**2,"[[0.         0.         0.86585053 0.58926875 0.58926875 0.        ]
 [0.         0.         0.96791985 0.65728855 0.65728855 0.        ]
 [0.         0.         1.09101725 0.73932832 0.73932832 0.        ]
 [0.         0.         1.22816427 0.83073766 0.83073766 0.        ]
 [0.         0.         1.391036   0.93929839 0.93929839 0.        ]
 [0.         0.         1.60293665 1.0805452  1.0805452  0.        ]
 [0.         0.         1.88714431 1.26999698 1.26999698 0.        ]
 [0.         0.         2.26425729 1.52138692 1.52138692 0.        ]
 [0.         0.         2.73144077 1.84988215 1.84988215 0.        ]
 [0.         0.         3.10002547 2.1851949  2.1851949  0.        ]]",
towerse.shear_load2stress,m**2,"[[1.41927333 1.41927333 0.         0.         0.         0.29463437]
 [1.5874111  1.5874111  0.         0.         0.         0.32864428]
 [1.79017882 1.79017882 0.         0.         0.         0.36966416]
 [2.01608074 2.01608074 0.         0.         0.         0.41536883]
 [2.28434708 2.28434708 0.         0.         0.         0.4696492 ]
 [2.63336006 2.63336006 0.         0.         0.         0.5402726 ]
 [3.10145671 3.10145671 0.         0.         0.         0.63499849]
 [3.72255939 3.72255939 0.         0.         0.         0.76069346]
 [4.4918757  4.4918757  0.         0.         0.         0.92494108]
 [5.09835809 5.09835809 0.         0.         0.         1.09259745]]",
towerse.cm.cost,USD,[1462859.54936728],
towerse.cm.mass,kg,"[47968.82564838 47968.82564838 47968.82564838 42910.40557992
 42910.40557992 42910.40557992 38068.906271   38068.906271
 38068.906271   33817.81607896 33817.81607896 33817.81607896
 29858.20151428 29858.20151428 29858.20151428 25911.08850792
 25911.08850792 25911.08850792 22008.82733423 22008.82733423
 22008.82733423 18343.24813224 18343.24813224 18343.24813224
 15299.24504433 15205.83339356 15112.4217428  13680.69807382
 13397.90068795 13115.10330209]",
towerse.cm.center_of_mass,m,[53.17313517],
towerse.cm.section_center_of_mass,m,"[  2.28333333   6.85        11.41666667  15.98333333  20.55
  25.11666667  29.68333333  34.25        38.81666667  43.38333333
  47.95        52.51666667  57.08333333  61.65        66.21666667
  70.78333333  75.35        79.91666667  84.48333333  89.05
  93.61666667  98.18333333 102.75       107.31666667 111.8810098
 116.44766219 121.01431441 125.57546677 130.14196739 134.70846085]",
towerse.cm.I_base,kg*m**2,"[3.63045998e+09 3.63045998e+09 7.61156955e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.structural_cost,USD,[1462859.54936728],
towerse.structural_mass,kg,[862473.15944534],
towerse.tower_cost,USD,[1462859.54936728],
towerse.tower_section_center_of_mass,m,"[  2.28333333   6.85        11.41666667  15.98333333  20.55
  25.11666667  29.68333333  34.25        38.81666667  43.38333333
  47.95        52.51666667  57.08333333  61.65        66.21666667
  70.78333333  75.35        79.91666667  84.48333333  89.05
  93.61666667  98.18333333 102.75       107.31666667 111.8810098
 116.44766219 121.01431441 125.57546677 130.14196739 134.70846085]",
towerse.monopile_cost,USD,[0.],
towerse.constr_d_to_t,,"[ 96.91496253 108.45985024 122.38290531 137.89480143 156.31602724
 180.282286   212.42626375 255.07753082 302.31821512 316.59090065]",
towerse.constr_taper,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.slope,,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.98179869 0.93880853]",
towerse.turbine_mass,kg,[1285024.62916623],
towerse.turb.turbine_center_of_mass,m,[-1.71987105e+00 -2.44472118e-02  8.24131774e+01],
towerse.turb.turbine_I_base,kg*m**2,"[ 1.23783497e+10  1.23105608e+10  1.54917454e+08 -1.64328371e+05
  3.13172651e+08  4.51218312e+06]",
towerse.wind.wind.U,m/s,"[ 0.          9.67842554 11.11759149 12.05671414 12.77075906 13.35361079
 13.8495277  14.28316065 14.66974992 15.01942183 15.33927075 15.63447312
 15.90892968 16.16565788 16.40704315 16.63500611 16.8511176  17.05667983
 17.25278515 17.44035951 17.62019507 17.79297514 17.95929355 18.11966985
 18.27456135 18.42437289 18.56946462 18.71015847 18.84674347 18.97948014
 19.10860416]",
towerse.wind.windLoads.windLoads_Px,N/m,"[  0.         229.34091726 313.31250509 373.0078436  421.13478582
 462.06028097 498.0278956  530.34145919 559.82964074 587.05583161
 612.42256286 636.22862439 658.70262452 680.02384117 700.33577375
 719.75528416 738.3789573  756.28764593 773.54979307 790.22390976
 806.3604554  822.00328715 837.19079272 851.95678672 866.33122807
 875.18739981 883.54580878 891.43263686 886.45512113 880.67613001
 874.11931874]",
towerse.wind.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.windLoads.windLoads_qdyn,N/m**2,"[  0.          57.37405152  75.70551486  89.03566791  99.89402575
 109.22033916 117.48326815 124.95531541 131.81095721 138.16960717
 144.11710154 149.71750915 155.02010171 160.06370305 164.87952718
 169.49309991 173.92560076 178.19482509 182.31588969 186.30176075
 190.16365556 193.91135316 197.55343771 201.09749163 204.55025054
 207.91772884 211.2053224  214.41789334 217.55984044 220.63515811
 223.64748616]",
towerse.wind.windLoads.windLoads_z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.wind.windLoads.windLoads_beta,deg,[0.],
towerse.wind.Px,N/m,"[  0.         229.34091726 313.31250509 373.0078436  421.13478582
 462.06028097 498.0278956  530.34145919 559.82964074 587.05583161
 612.42256286 636.22862439 658.70262452 680.02384117 700.33577375
 719.75528416 738.3789573  756.28764593 773.54979307 790.22390976
 806.3604554  822.00328715 837.19079272 851.95678672 866.33122807
 875.18739981 883.54580878 891.43263686 886.45512113 880.67613001
 874.11931874]",
towerse.wind.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.qdyn,N/m**2,"[  0.          57.37405152  75.70551486  89.03566791  99.89402575
 109.22033916 117.48326815 124.95531541 131.81095721 138.16960717
 144.11710154 149.71750915 155.02010171 160.06370305 164.87952718
 169.49309991 173.92560076 178.19482509 182.31588969 186.30176075
 190.16365556 193.91135316 197.55343771 201.09749163 204.55025054
 207.91772884 211.2053224  214.41789334 217.55984044 220.63515811
 223.64748616]",
towerse.pre.kidx,,[0.],
towerse.pre.kx,N/m,[1.e+30],
towerse.pre.ky,N/m,[1.e+30],
towerse.pre.kz,N/m,[1.e+30],
towerse.pre.ktx,N/m,[1.e+30],
towerse.pre.kty,N/m,[1.e+30],
towerse.pre.ktz,N/m,[1.e+30],
towerse.pre.midx,,[0. 0.],
towerse.pre.m,kg,[0. 0.],
towerse.pre.mIxx,kg*m**2,[0. 0.],
towerse.pre.mIyy,kg*m**2,[0. 0.],
towerse.pre.mIzz,kg*m**2,[0. 0.],
towerse.pre.mIxy,kg*m**2,[0. 0.],
towerse.pre.mIxz,kg*m**2,[0. 0.],
towerse.pre.mIyz,kg*m**2,[0. 0.],
towerse.pre.mrhox,m,[0. 0.],
towerse.pre.mrhoy,m,[0. 0.],
towerse.pre.mrhoz,m,[0. 0.],
towerse.pre.plidx,,[30.],
towerse.pre.Fx,N,[2030350.00715232],
towerse.pre.Fy,N,[53342.96657114],
towerse.pre.Fz,N,[-2473408.17650987],
towerse.pre.Mxx,N*m,[15991687.57813522],
towerse.pre.Myy,N*m,[6184400.46404248],
towerse.pre.Mzz,N*m,[1125690.37543176],
towerse.tower.mass,kg,[806049.6746582],
towerse.tower.f1,Hz,[0.46293251],
towerse.tower.f2,Hz,[0.46293251],
towerse.tower.structural_frequencies,Hz,[0.46293251 0.46293251 2.16371076 2.16371076 5.4076084  5.4076084 ],
towerse.tower.fore_aft_modes,,"[[ 1.46751531e+00 -4.71299484e-01  2.72748353e-01 -4.69397332e-01
   2.00433154e-01]
 [ 2.14741518e+03 -2.46268224e+03 -2.94043839e+03  4.07527354e+03
  -1.14284078e+03]
 [ 2.20849614e+01 -7.27402466e+01  4.30643792e+01  4.44615164e+01
  -3.58706104e+01]]",
towerse.tower.side_side_modes,,"[[ 1.46751531e+00 -4.71299484e-01  2.72748353e-01 -4.69397332e-01
   2.00433154e-01]
 [ 2.14741518e+03 -2.46268224e+03 -2.94043839e+03  4.07527354e+03
  -1.14284078e+03]
 [-6.98399750e+03  2.30028792e+04 -1.36183854e+04 -1.40602066e+04
   1.13434771e+04]]",
towerse.tower.torsion_modes,,"[[ 12.82110341 -48.69883083  86.53338705 -72.90137186  23.24571223]
 [  0.           0.           0.           0.           0.        ]
 [  0.           0.           0.           0.           0.        ]]",
towerse.tower.fore_aft_freqs,Hz,[0.46293251 2.16371076 5.4076084 ],
towerse.tower.side_side_freqs,Hz,[0.46293251 2.16371076 5.4076084 ],
towerse.tower.torsion_freqs,Hz,[11.85907444  0.          0.        ],
towerse.tower.tower_deflection,m,"[0.         0.00312695 0.01196239 0.02631578 0.04632474 0.07206109
 0.10330991 0.14021253 0.18283064 0.23092099 0.28459254 0.34386551
 0.40846586 0.47848459 0.55390749 0.63442501 0.72013286 0.81099052
 0.90664319 1.00718629 1.11253354 1.22227042 1.33645635 1.45491138
 1.57714288 1.70308939 1.83243714 1.96464521 2.09933867 2.23599651
 2.37399496]",
towerse.tower.top_deflection,m,[2.37399496],
towerse.tower.tower_Fz,N,"[-9938172.66418998 -9498548.26569135 -9058923.86719272 -8665658.83853172
 -8272393.80987072 -7879128.78120971 -7530235.10147271 -7181341.42173571
 -6832447.74199874 -6522514.41347082 -6212581.08494293 -5902647.75641504
 -5629003.50104162 -5355359.24566819 -5081714.99029479 -4844245.18478615
 -4606775.37927753 -4369305.5737689  -4167599.19676365 -3965892.81975841
 -3764186.44275318 -3596074.35454556 -3427962.2663379  -3259850.17813029
 -3119635.75210005 -2980277.41466479 -2841775.17675767 -2716394.39729912
 -2593605.4008609  -2473408.17650986]",
towerse.tower.tower_Vx,N,"[2121667.32720864 2120702.89678458 2119401.24229514 2117758.49098724
 2115988.28933105 2114033.24724408 2111749.19841377 2109478.0779405
 2107068.14948346 2104313.50850066 2101652.21999574 2098875.93901506
 2095724.79131464 2092734.53917638 2089644.26705368 2086130.91916204
 2082851.57087226 2079482.65995912 2075645.61935875 2072105.66483385
 2068483.9536631  2064373.95936666 2060595.0138735  2056740.4118571
 2052447.9101247  2048471.46262425 2044449.00640015 2040233.43043839
 2036185.74804864 2032156.78762788]",
towerse.tower.tower_Vy,N,"[53338.80653566 53329.82710451 53320.62161114 53314.07790673
 53304.44600586 53294.59327346 53290.58124043 53280.31244804
 53269.82759866 53267.92530312 53257.03197609 53245.92688982
 53246.66884742 53235.16304233 53223.44933253 53228.15246802
 53216.04620507 53203.73555785 53213.17200698 53200.47623319
 53187.57943879 53201.49515166 53188.21942962 53174.74611202
 53190.12412663 53177.0817222  53163.75448591 53166.57125198
 53154.78069127 53142.44097761]",
towerse.tower.tower_Mxx,N*m,"[ 9561809.32479199  9802696.01655637 10041886.14890365 10279407.89597054
 10515255.03949952 10749561.08799369 10982355.67527477 11213604.47542827
 11443454.43987153 11671944.9492912  11899027.03822492 12124860.91581798
 12349488.80504625 12572834.54228754 12795071.13120392 13016230.51701942
 13236182.97367355 13455113.42148988 13673033.96277718 13889744.14757395
 14105439.77869092 14320107.89728071 14533474.44651315 14745745.12211481
 14956889.9744764  15166573.43267362 15374952.49697065 15582036.8979353
 15787613.42617911 15991694.02672231]",
towerse.tower.tower_Myy,N*m,"[2.92444092e+08 2.82670745e+08 2.72855348e+08 2.63002798e+08
 2.53117275e+08 2.43205923e+08 2.33272719e+08 2.23320438e+08
 2.13355431e+08 2.03381342e+08 1.93400159e+08 1.83417552e+08
 1.73436757e+08 1.63458926e+08 1.53489096e+08 1.43529976e+08
 1.33581711e+08 1.23648752e+08 1.13733324e+08 1.03834697e+08
 9.39567878e+07 8.41014744e+07 7.42675467e+07 6.44584347e+07
 5.46758991e+07 4.49187755e+07 3.51896926e+07 2.54905298e+07
 1.58215521e+07 6.18440490e+06]",
towerse.tower.tower_Mzz,N*m,"[1125844.53028515 1125837.99911849 1125831.46802762 1125840.80169584
 1125834.27057229 1125827.73952451 1125837.84972863 1125831.3186395
 1125824.78762615 1125834.33413719 1125827.80308866 1125821.2721159
 1125831.23592227 1125824.70491021 1125818.17397391 1125830.11846926
 1125823.58746959 1125817.05654569 1125831.83154284 1125825.30052341
 1125818.76957976 1125836.5941397  1125830.06306507 1125823.5320662
 1125842.1985325  1125836.56004974 1125830.8923074  1125838.38513598
 1125834.84070877 1125831.28424475]",
towerse.tower.base_F,N,[  2122190.98884075     53338.80653566 -10377797.06268862],
towerse.tower.base_M,N*m,[9.31910675e+06 3.02166385e+08 1.12584453e+06],
